elevation,geology,landuse,rainfall,slope,soil_clay,.geo
1017,1,10,5.316385269165039,23.68230628967285,23,"{""type"":""Point"",""coordinates"":[85.59263422972936,27.853102008404772]}"
1747,4,10,3.569990634918213,13.62558364868164,29,"{""type"":""Point"",""coordinates"":[85.52553166778738,27.646377749331016]}"
1607,3,10,3.744175434112549,31.91025733947754,27,"{""type"":""Point"",""coordinates"":[85.3921496101494,27.60238076258481]}"
1347,1,50,4.243783473968506,1.3987205028533936,29,"{""type"":""Point"",""coordinates"":[85.44137497318458,27.680384585563402]}"
595,1,10,3.583014726638794,13.842291831970217,30,"{""type"":""Point"",""coordinates"":[85.14042609194507,27.870136618562682]}"
889,1,40,4.588297367095947,5.547544956207275,26,"{""type"":""Point"",""coordinates"":[85.5707222372655,27.749390831064957]}"
1445,2,10,4.501944541931152,16.721776962280273,25,"{""type"":""Point"",""coordinates"":[85.28144594570526,27.76954358085055]}"
1081,1,10,4.71803617477417,30.561071395874023,24,"{""type"":""Point"",""coordinates"":[85.55987828629253,27.834654701386654]}"
1664,4,10,4.501944541931152,32.23963928222656,23,"{""type"":""Point"",""coordinates"":[85.27591531771844,27.752176355107693]}"
1494,2,10,4.618951320648193,16.172340393066406,28,"{""type"":""Point"",""coordinates"":[85.31878088587162,27.794143715635677]}"
1486,2,60,3.569990634918213,21.31675720214844,27,"{""type"":""Point"",""coordinates"":[85.54156450078223,27.60883909853503]}"
1971,4,10,4.1896796226501465,45.67704772949219,24,"{""type"":""Point"",""coordinates"":[85.24057716298647,27.652139103253685]}"
1406,2,40,4.123847007751465,3.849318265914917,24,"{""type"":""Point"",""coordinates"":[85.46863330585262,27.7379999565681]}"
927,1,10,4.612339019775391,31.269702911376957,24,"{""type"":""Point"",""coordinates"":[85.5647278671727,27.786725566148693]}"
830,1,60,4.71803617477417,8.381513595581055,25,"{""type"":""Point"",""coordinates"":[85.56828426801286,27.83430611777822]}"
2372,4,10,4.61355447769165,13.95580768585205,21,"{""type"":""Point"",""coordinates"":[85.36753716680434,27.81308435090684]}"
2239,4,10,4.579485893249512,23.73929977416992,25,"{""type"":""Point"",""coordinates"":[85.16496904468819,27.67218484351888]}"
1715,4,10,4.891516208648682,15.756422996520996,23,"{""type"":""Point"",""coordinates"":[85.49150676783763,27.84773001397067]}"
1597,3,40,3.942606925964356,10.391860961914062,26,"{""type"":""Point"",""coordinates"":[85.25601558297991,27.604311170640962]}"
1223,1,10,4.588297367095947,18.17859268188477,20,"{""type"":""Point"",""coordinates"":[85.55668207147042,27.70688514957977]}"
2426,4,10,4.693136215209961,29.15930557250977,24,"{""type"":""Point"",""coordinates"":[85.43694281327603,27.881320243173036]}"
1317,1,30,4.547289371490479,24.39997100830078,24,"{""type"":""Point"",""coordinates"":[85.51327365544637,27.788394990431012]}"
1416,2,40,3.744175434112549,9.422388076782228,27,"{""type"":""Point"",""coordinates"":[85.36694993875574,27.62014976652592]}"
1657,4,10,4.246232509613037,19.980234146118164,24,"{""type"":""Point"",""coordinates"":[85.20348009884086,27.826948933920434]}"
1402,2,10,4.501944541931152,20.67547416687012,25,"{""type"":""Point"",""coordinates"":[85.25768809435488,27.78722814610842]}"
1356,2,30,4.618951320648193,13.846857070922852,25,"{""type"":""Point"",""coordinates"":[85.33009879628396,27.7702486893593]}"
2277,4,10,4.61355447769165,18.59496688842773,24,"{""type"":""Point"",""coordinates"":[85.35474902029347,27.810997580515867]}"
928,1,40,4.78480863571167,5.925537109375,29,"{""type"":""Point"",""coordinates"":[85.17718463707604,27.772578518830873]}"
1374,2,10,3.501748561859131,24.845916748046875,26,"{""type"":""Point"",""coordinates"":[85.56198164101784,27.665296215738113]}"
1358,2,50,4.280627250671387,12.509501457214355,25,"{""type"":""Point"",""coordinates"":[85.39001916313327,27.74781714071277]}"
948,1,10,4.588297367095947,24.719078063964844,25,"{""type"":""Point"",""coordinates"":[85.59215600732774,27.712552973037877]}"
1983,4,10,4.532809257507324,31.657350540161133,22,"{""type"":""Point"",""coordinates"":[85.31140024814958,27.814830749873252]}"
1618,3,10,4.547289371490479,11.181546211242676,26,"{""type"":""Point"",""coordinates"":[85.5060801501274,27.79203465072496]}"
1885,4,40,4.699357032775879,25.32269096374512,26,"{""type"":""Point"",""coordinates"":[85.21073190587049,27.601243294811432]}"
1666,4,40,3.569990634918213,16.563310623168945,27,"{""type"":""Point"",""coordinates"":[85.53993538386786,27.647442196250633]}"
1229,1,10,4.61355447769165,19.49807929992676,26,"{""type"":""Point"",""coordinates"":[85.37918981698778,27.849443174646407]}"
1216,1,10,4.588297367095947,18.542987823486328,22,"{""type"":""Point"",""coordinates"":[85.56803643068471,27.70808740929009]}"
1424,2,10,4.847248077392578,24.587238311767575,23,"{""type"":""Point"",""coordinates"":[85.12280292123123,27.715666182676525]}"
1673,4,40,3.569990634918213,15.82278060913086,28,"{""type"":""Point"",""coordinates"":[85.51257396601383,27.604649273344283]}"
2036,4,10,4.612148761749268,26.72437858581543,25,"{""type"":""Point"",""coordinates"":[85.38431494929046,27.783562259938243]}"
1365,2,40,3.744175434112549,4.743288993835449,25,"{""type"":""Point"",""coordinates"":[85.36509682103801,27.632890990202544]}"
2141,4,10,4.891516208648682,12.40231704711914,20,"{""type"":""Point"",""coordinates"":[85.45605691345763,27.815070637664054]}"
1838,4,10,4.501944541931152,22.24841690063477,25,"{""type"":""Point"",""coordinates"":[85.28435028567958,27.792586306869524]}"
2420,4,10,4.693136215209961,30.96642303466797,20,"{""type"":""Point"",""coordinates"":[85.44340980047703,27.88466336020361]}"
1357,2,50,4.280627250671387,9.252606391906738,28,"{""type"":""Point"",""coordinates"":[85.37972250941431,27.706234026409494]}"
862,1,10,4.29292631149292,21.81788825988769,24,"{""type"":""Point"",""coordinates"":[85.28106180161126,27.843540585316177]}"
1547,3,10,4.123847007751465,25.90274429321289,24,"{""type"":""Point"",""coordinates"":[85.46911214904472,27.74325055449151]}"
1315,1,50,3.40421199798584,9.422565460205078,27,"{""type"":""Point"",""coordinates"":[85.3126371523472,27.663621235215405]}"
2129,4,10,4.246232509613037,5.582091808319092,26,"{""type"":""Point"",""coordinates"":[85.23425943486912,27.812843810924225]}"
2119,4,10,5.004334926605225,19.159555435180664,25,"{""type"":""Point"",""coordinates"":[85.1217506601827,27.601970696612874]}"
1342,1,50,3.75677752494812,2.7802884578704834,25,"{""type"":""Point"",""coordinates"":[85.27588333216822,27.697329481131792]}"
1342,1,50,4.243783473968506,2.0937020778656006,29,"{""type"":""Point"",""coordinates"":[85.44300850512832,27.67597256362173]}"
1004,1,10,4.588297367095947,13.978853225708008,23,"{""type"":""Point"",""coordinates"":[85.5602016382032,27.714448959326187]}"
1339,1,40,4.124363422393799,7.451174259185791,29,"{""type"":""Point"",""coordinates"":[85.45091866754872,27.66798122471548]}"
1665,4,10,5.004334926605225,13.623163223266602,22,"{""type"":""Point"",""coordinates"":[85.14589401038491,27.602381853394927]}"
1330,1,30,4.618951320648193,2.0954456329345703,26,"{""type"":""Point"",""coordinates"":[85.33960478356441,27.766759410408387]}"
1756,4,40,5.143680095672607,23.67765617370605,27,"{""type"":""Point"",""coordinates"":[85.17005184340925,27.62756680622822]}"
2042,4,10,3.9062464237213135,21.7016658782959,25,"{""type"":""Point"",""coordinates"":[85.52497741595252,27.69217065903819]}"
561,1,30,4.045770645141602,9.423526763916016,25,"{""type"":""Point"",""coordinates"":[85.2337784403667,27.896137849712396]}"
1799,4,30,3.501748561859131,17.81141471862793,27,"{""type"":""Point"",""coordinates"":[85.55324817401797,27.676591750148965]}"
1379,2,40,4.243783473968506,12.499093055725098,24,"{""type"":""Point"",""coordinates"":[85.43066763172007,27.651953882223822]}"
1470,2,50,3.569990634918213,0.9274099469184875,28,"{""type"":""Point"",""coordinates"":[85.53406666365937,27.625708720090334]}"
1383,2,30,4.618951320648193,6.264713764190674,27,"{""type"":""Point"",""coordinates"":[85.3031428729544,27.778344116278266]}"
1318,1,50,3.75677752494812,8.353193283081055,27,"{""type"":""Point"",""coordinates"":[85.28251364864813,27.692773312003688]}"
1226,1,30,4.71803617477417,20.104257583618164,23,"{""type"":""Point"",""coordinates"":[85.5971858360603,27.80991703699469]}"
1682,4,30,4.693136215209961,25.66903114318848,21,"{""type"":""Point"",""coordinates"":[85.40631318734873,27.896146345981286]}"
1438,2,10,5.058280944824219,28.259994506835938,30,"{""type"":""Point"",""coordinates"":[85.53650451989516,27.8131004429388]}"
1855,4,10,4.699357032775879,25.52254295349121,27,"{""type"":""Point"",""coordinates"":[85.24602733324274,27.612775147445387]}"
1589,3,30,4.736819744110107,13.849263191223145,26,"{""type"":""Point"",""coordinates"":[85.492808679584,27.791457332178222]}"
1190,1,10,4.246232509613037,25.65830612182617,25,"{""type"":""Point"",""coordinates"":[85.21359219473048,27.83594965613323]}"
1306,1,50,4.29325008392334,4.253140449523926,24,"{""type"":""Point"",""coordinates"":[85.31287529119214,27.73258178628723]}"
1262,1,40,4.78480863571167,14.376703262329102,25,"{""type"":""Point"",""coordinates"":[85.16880763750872,27.757451958120217]}"
1594,3,10,2.6722123622894287,14.931070327758787,26,"{""type"":""Point"",""coordinates"":[85.55792322538018,27.611714852374696]}"
618,1,40,4.030216693878174,2.971045970916748,25,"{""type"":""Point"",""coordinates"":[85.2796978723918,27.87090662241548]}"
1402,2,40,4.030216693878174,18.595918655395508,29,"{""type"":""Point"",""coordinates"":[85.29960762221495,27.891582253192702]}"
773,1,10,4.030216693878174,27.433237075805664,27,"{""type"":""Point"",""coordinates"":[85.29134703139681,27.871827340712397]}"
1682,4,10,4.891516208648682,31.87191390991211,24,"{""type"":""Point"",""coordinates"":[85.48861077830759,27.837757249263554]}"
1147,1,10,4.432165145874023,20.10244369506836,28,"{""type"":""Point"",""coordinates"":[85.31953869298354,27.898153258622873]}"
1261,1,10,4.66023588180542,24.574050903320312,28,"{""type"":""Point"",""coordinates"":[85.21322992247414,27.75002621813455]}"
655,1,10,3.583014726638794,35.326446533203125,26,"{""type"":""Point"",""coordinates"":[85.10762489975079,27.85455302459199]}"
1540,3,10,4.18858814239502,41.2583236694336,26,"{""type"":""Point"",""coordinates"":[85.51024465894439,27.748772776113515]}"
1954,4,10,4.695466041564941,40.01059341430664,23,"{""type"":""Point"",""coordinates"":[85.48763675872209,27.871963537990815]}"
1696,4,10,4.05521297454834,40.58300018310547,25,"{""type"":""Point"",""coordinates"":[85.16108133574448,27.810568260195]}"
1189,1,10,4.78480863571167,21.79298591613769,26,"{""type"":""Point"",""coordinates"":[85.18080467952068,27.799843422502644]}"
1288,1,10,3.9373834133148193,26.663728713989254,25,"{""type"":""Point"",""coordinates"":[85.10998272743512,27.83676490813888]}"
1025,1,10,4.246232509613037,29.79560089111328,25,"{""type"":""Point"",""coordinates"":[85.20333950755365,27.848658527605107]}"
1529,3,10,4.850409507751465,26.232742309570312,25,"{""type"":""Point"",""coordinates"":[85.40425382377657,27.835979086518822]}"
1453,2,40,3.569990634918213,2.1289377212524414,24,"{""type"":""Point"",""coordinates"":[85.53036974270486,27.61223448283456]}"
1320,1,50,3.977576494216919,4.571239471435547,28,"{""type"":""Point"",""coordinates"":[85.35889423021989,27.65815780609181]}"
1274,1,10,4.78480863571167,19.697633743286133,25,"{""type"":""Point"",""coordinates"":[85.16859542498301,27.757190237125453]}"
1469,2,10,4.693136215209961,26.415929794311523,23,"{""type"":""Point"",""coordinates"":[85.43786345865561,27.860052177486292]}"
1400,2,10,4.78480863571167,17.81904411315918,31,"{""type"":""Point"",""coordinates"":[85.15183426906738,27.791480590889098]}"
1295,1,40,4.18858814239502,25.63153076171875,23,"{""type"":""Point"",""coordinates"":[85.54220581110636,27.715440327208107]}"
1509,3,30,4.1896796226501465,3.6440892219543457,25,"{""type"":""Point"",""coordinates"":[85.21610567816863,27.689811654085034]}"
2006,4,10,4.695466041564941,30.8582706451416,20,"{""type"":""Point"",""coordinates"":[85.45851327244459,27.893254756661534]}"
1127,1,10,4.612339019775391,9.699784278869627,23,"{""type"":""Point"",""coordinates"":[85.55915397715681,27.771786245926826]}"
1663,4,10,4.501944541931152,40.39437484741211,25,"{""type"":""Point"",""coordinates"":[85.29864429669736,27.796157562190544]}"
1315,1,40,3.977576494216919,5.907827377319336,27,"{""type"":""Point"",""coordinates"":[85.37515761552575,27.650882420998876]}"
1154,1,30,4.547289371490479,19.32345390319824,22,"{""type"":""Point"",""coordinates"":[85.52807987133423,27.783971876566362]}"
902,1,40,4.78480863571167,5.542492866516113,28,"{""type"":""Point"",""coordinates"":[85.17134695213491,27.773469072223843]}"
1375,2,40,4.243783473968506,6.224339962005615,25,"{""type"":""Point"",""coordinates"":[85.42938226213143,27.655370707220584]}"
899,1,10,4.588297367095947,24.78863525390625,25,"{""type"":""Point"",""coordinates"":[85.57255165224419,27.74380981210613]}"
910,1,40,4.78480863571167,6.365704536437988,26,"{""type"":""Point"",""coordinates"":[85.18161209683987,27.7726921375759]}"
1800,4,30,4.123847007751465,14.376347541809082,25,"{""type"":""Point"",""coordinates"":[85.49800629207536,27.748879471244674]}"
711,1,10,3.731015205383301,35.290184020996094,31,"{""type"":""Point"",""coordinates"":[85.18891361813945,27.889366798485568]}"
1128,1,30,4.030216693878174,31.597139358520508,27,"{""type"":""Point"",""coordinates"":[85.2976181770325,27.87836993423195]}"
1956,4,10,3.9062464237213135,28.138582229614254,26,"{""type"":""Point"",""coordinates"":[85.52461585089475,27.69738834394185]}"
1401,2,40,3.744175434112549,2.128903865814209,28,"{""type"":""Point"",""coordinates"":[85.35622097150258,27.604774910696868]}"
1040,1,10,4.05521297454834,28.78467559814453,27,"{""type"":""Point"",""coordinates"":[85.17666084937858,27.83373035419466]}"
1344,1,40,4.243783473968506,2.7960424423217773,29,"{""type"":""Point"",""coordinates"":[85.44531067463713,27.69880512080938]}"
1687,4,10,4.693136215209961,39.91971969604492,26,"{""type"":""Point"",""coordinates"":[85.4410162275531,27.857397772867458]}"
2051,4,10,4.579485893249512,29.39247703552246,25,"{""type"":""Point"",""coordinates"":[85.18438404610647,27.669251855824612]}"
1449,2,10,5.338897228240967,37.329246520996094,23,"{""type"":""Point"",""coordinates"":[85.17489194862594,27.70408547271724]}"
1632,3,10,4.736819744110107,21.93727302551269,26,"{""type"":""Point"",""coordinates"":[85.48924499360214,27.753954616670455]}"
1331,1,50,3.40421199798584,0.9274099469184875,25,"{""type"":""Point"",""coordinates"":[85.31185041285224,27.670094544236004]}"
1460,2,50,3.569990634918213,0.0,24,"{""type"":""Point"",""coordinates"":[85.51385342083898,27.63238791981878]}"
2289,4,10,4.61355447769165,15.58319091796875,23,"{""type"":""Point"",""coordinates"":[85.36612827527706,27.807814372455766]}"
1796,4,10,3.744175434112549,26.18352699279785,28,"{""type"":""Point"",""coordinates"":[85.39599521010787,27.611151360887288]}"
2028,4,10,3.9062464237213135,17.2934627532959,25,"{""type"":""Point"",""coordinates"":[85.54194092576823,27.68463382137406]}"
1286,1,50,3.75677752494812,3.478325128555298,27,"{""type"":""Point"",""coordinates"":[85.29832137217922,27.662212294422357]}"
1523,3,30,3.942606925964356,21.51703643798828,27,"{""type"":""Point"",""coordinates"":[85.28481586631717,27.627119244961303]}"
1159,1,40,4.045770645141602,15.675200462341309,25,"{""type"":""Point"",""coordinates"":[85.22528939583151,27.855857482607234]}"
1608,3,40,3.744175434112549,31.71526527404785,27,"{""type"":""Point"",""coordinates"":[85.38747879891025,27.609677665605705]}"
1458,2,40,3.744175434112549,5.5349650382995605,27,"{""type"":""Point"",""coordinates"":[85.37261005359863,27.60578932820666]}"
1645,3,10,4.18858814239502,19.317995071411133,25,"{""type"":""Point"",""coordinates"":[85.5143063114792,27.741936929926776]}"
1401,2,50,4.1896796226501465,7.597254753112793,24,"{""type"":""Point"",""coordinates"":[85.22480545644926,27.69827871311227]}"
1526,3,10,4.532809257507324,25.966588973999023,23,"{""type"":""Point"",""coordinates"":[85.32506336990112,27.82329698760264]}"
1298,1,30,3.942606925964356,3.643075466156006,22,"{""type"":""Point"",""coordinates"":[85.28381777503398,27.64850921031271]}"
1321,1,50,3.75677752494812,6.547739505767822,27,"{""type"":""Point"",""coordinates"":[85.28105808742397,27.69312219892771]}"
1320,1,50,4.618951320648193,1.854334115982056,30,"{""type"":""Point"",""coordinates"":[85.31647421910117,27.76250348627693]}"
1505,3,10,3.744175434112549,33.572174072265625,26,"{""type"":""Point"",""coordinates"":[85.38037794381586,27.629257911789338]}"
1801,4,30,4.847248077392578,28.16666603088379,29,"{""type"":""Point"",""coordinates"":[85.13405875838048,27.70022893267122]}"
2088,4,10,5.004334926605225,29.562639236450195,27,"{""type"":""Point"",""coordinates"":[85.13171046489339,27.606460038706317]}"
731,1,10,3.731015205383301,23.449249267578125,27,"{""type"":""Point"",""coordinates"":[85.1763454840072,27.876253439206533]}"
1763,4,10,4.695466041564941,38.09975814819336,22,"{""type"":""Point"",""coordinates"":[85.47684485226925,27.866036659881974]}"
1103,1,40,4.528158664703369,24.63378143310547,27,"{""type"":""Point"",""coordinates"":[85.12343264033869,27.777793755381648]}"
920,1,40,4.78480863571167,16.418325424194336,30,"{""type"":""Point"",""coordinates"":[85.15074268796353,27.769515227845833]}"
1059,1,10,4.547289371490479,27.053932189941406,25,"{""type"":""Point"",""coordinates"":[85.5304825503151,27.782854371528373]}"
1374,2,10,4.186050415039063,28.845474243164062,23,"{""type"":""Point"",""coordinates"":[85.2812188825386,27.729519012257224]}"
765,1,10,3.731015205383301,28.111082077026367,30,"{""type"":""Point"",""coordinates"":[85.18649719767257,27.889621695532913]}"
1744,4,10,4.61355447769165,29.265016555786133,24,"{""type"":""Point"",""coordinates"":[85.38842122521527,27.834954059679045]}"
1366,2,50,3.246016025543213,2.795159816741944,28,"{""type"":""Point"",""coordinates"":[85.33066872833597,27.637270511196338]}"
1377,2,40,4.186050415039063,2.2903475761413574,25,"{""type"":""Point"",""coordinates"":[85.25760227174008,27.72026091294326]}"
729,1,10,4.030216693878174,18.567989349365234,27,"{""type"":""Point"",""coordinates"":[85.29021837907224,27.871437839728184]}"
1174,1,10,4.49566125869751,29.287670135498047,25,"{""type"":""Point"",""coordinates"":[85.39458362780766,27.864710388651314]}"
1201,1,10,4.576202392578125,19.55951690673828,29,"{""type"":""Point"",""coordinates"":[85.21309295991168,27.747205730907037]}"
1992,4,40,5.004334926605225,20.77788734436035,23,"{""type"":""Point"",""coordinates"":[85.10385412032964,27.618922890793886]}"
830,1,30,4.71803617477417,18.320880889892575,28,"{""type"":""Point"",""coordinates"":[85.58194906325289,27.845251760330623]}"
1354,2,40,4.243783473968506,6.364591121673584,30,"{""type"":""Point"",""coordinates"":[85.41689756652956,27.693352513404513]}"
1461,2,30,3.569990634918213,4.252051830291748,28,"{""type"":""Point"",""coordinates"":[85.53316625016322,27.61632782483246]}"
956,1,40,5.338897228240967,14.230097770690918,28,"{""type"":""Point"",""coordinates"":[85.1920827842816,27.73709772068774]}"
1474,2,40,3.246016025543213,3.6419618129730233,29,"{""type"":""Point"",""coordinates"":[85.32538030561453,27.603196849253006]}"
1512,3,30,4.186050415039063,21.81859970092773,27,"{""type"":""Point"",""coordinates"":[85.25225419247505,27.708890821946877]}"
1226,1,10,4.71803617477417,17.62189292907715,29,"{""type"":""Point"",""coordinates"":[85.55037040820663,27.812731967872228]}"
1196,1,30,4.71803617477417,40.255348205566406,24,"{""type"":""Point"",""coordinates"":[85.5575536149739,27.802491052754235]}"
1059,1,10,5.338897228240967,22.72713279724121,27,"{""type"":""Point"",""coordinates"":[85.19380113669571,27.73046903240953]}"
1739,4,10,3.9373834133148193,24.48743057250977,27,"{""type"":""Point"",""coordinates"":[85.13944632535957,27.818345904897363]}"
849,1,10,4.045770645141602,30.51785087585449,23,"{""type"":""Point"",""coordinates"":[85.21512739289652,27.855379985428616]}"
1108,1,40,4.612339019775391,18.11400604248047,22,"{""type"":""Point"",""coordinates"":[85.57546626913154,27.764749694564703]}"
1571,3,40,4.736819744110107,25.349349975585938,25,"{""type"":""Point"",""coordinates"":[85.45283237860124,27.75445217872801]}"
1461,2,10,4.695466041564941,25.354900360107425,22,"{""type"":""Point"",""coordinates"":[85.48325278531401,27.856150202586065]}"
1500,3,10,4.684384346008301,15.82862377166748,25,"{""type"":""Point"",""coordinates"":[85.40293311768775,27.764128441787733]}"
1590,3,10,4.693136215209961,34.90047836303711,25,"{""type"":""Point"",""coordinates"":[85.42178135442903,27.893586549402755]}"
1126,1,10,4.432165145874023,33.85203170776367,28,"{""type"":""Point"",""coordinates"":[85.34871035844623,27.875512033768118]}"
1660,4,30,4.123847007751465,19.070484161376957,26,"{""type"":""Point"",""coordinates"":[85.4857932849891,27.71057602010809]}"
764,1,10,4.612339019775391,32.31893539428711,26,"{""type"":""Point"",""coordinates"":[85.58678843445972,27.772384375015346]}"
1538,3,10,4.576202392578125,41.50486373901367,22,"{""type"":""Point"",""coordinates"":[85.21659496901142,27.72325097180782]}"
934,1,10,4.030216693878174,10.727740287780762,29,"{""type"":""Point"",""coordinates"":[85.29777668045558,27.873566631326742]}"
1355,2,10,5.058280944824219,13.461997032165527,28,"{""type"":""Point"",""coordinates"":[85.53428222429254,27.812320768898974]}"
2020,4,10,4.246232509613037,21.44364356994629,29,"{""type"":""Point"",""coordinates"":[85.20344467049033,27.813186216563658]}"
1240,1,10,4.66023588180542,10.821660995483398,22,"{""type"":""Point"",""coordinates"":[85.22444514627621,27.759315774746593]}"
1471,2,40,4.123847007751465,17.939640045166016,25,"{""type"":""Point"",""coordinates"":[85.48086417677806,27.72451019533459]}"
1344,1,50,3.977576494216919,2.9704349040985107,23,"{""type"":""Point"",""coordinates"":[85.3869113258846,27.69055531788014]}"
1064,1,10,3.501748561859131,15.35596752166748,28,"{""type"":""Point"",""coordinates"":[85.57440065453991,27.657867618490094]}"
1695,4,10,5.058280944824219,19.59601211547852,28,"{""type"":""Point"",""coordinates"":[85.54575752884026,27.821323346169578]}"
1731,4,10,4.246232509613037,17.544782638549805,26,"{""type"":""Point"",""coordinates"":[85.23865853448426,27.800292791628397]}"
1318,1,10,4.66023588180542,16.115488052368164,26,"{""type"":""Point"",""coordinates"":[85.21744230963195,27.755846547548455]}"
846,1,10,4.030216693878174,10.828901290893556,23,"{""type"":""Point"",""coordinates"":[85.27279838323967,27.85951704083506]}"
524,1,30,3.583014726638794,10.340877532958984,27,"{""type"":""Point"",""coordinates"":[85.11505276372927,27.85883101090072]}"
1731,4,10,4.695466041564941,24.32430648803711,25,"{""type"":""Point"",""coordinates"":[85.46445691268158,27.858242652864206]}"
512,1,40,3.731015205383301,1.4002238512039185,30,"{""type"":""Point"",""coordinates"":[85.1720185281241,27.888711497296665]}"
1864,4,30,4.05521297454834,40.35689163208008,28,"{""type"":""Point"",""coordinates"":[85.19225342341957,27.815965052191856]}"
1305,1,50,3.977576494216919,3.4784748554229736,25,"{""type"":""Point"",""coordinates"":[85.35290712445575,27.67519657315108]}"
1040,1,10,4.612339019775391,21.286571502685547,21,"{""type"":""Point"",""coordinates"":[85.55058758074695,27.770889674590663]}"
1079,1,10,5.338897228240967,25.19230079650879,29,"{""type"":""Point"",""coordinates"":[85.17466354413581,27.749330972282046]}"
1104,1,30,3.731015205383301,12.68112087249756,29,"{""type"":""Point"",""coordinates"":[85.1860857885315,27.854865948145424]}"
1012,1,10,3.501748561859131,28.105287551879883,24,"{""type"":""Point"",""coordinates"":[85.59401368939636,27.664190910952264]}"
1844,4,10,4.18858814239502,14.606267929077148,28,"{""type"":""Point"",""coordinates"":[85.521817586264,27.728991022384896]}"
1950,4,10,4.579485893249512,23.370162963867188,27,"{""type"":""Point"",""coordinates"":[85.1823122142492,27.667722523273074]}"
1338,1,50,4.501944541931152,6.227395057678223,25,"{""type"":""Point"",""coordinates"":[85.26045551678133,27.775101054180784]}"
1721,4,10,4.66023588180542,30.715675354003903,27,"{""type"":""Point"",""coordinates"":[85.2461777474103,27.756701662716313]}"
1854,4,10,4.736819744110107,42.52835464477539,28,"{""type"":""Point"",""coordinates"":[85.4898998219504,27.78453863301877]}"
1747,4,10,4.123847007751465,13.836695671081545,25,"{""type"":""Point"",""coordinates"":[85.49092627370011,27.700716538820885]}"
1714,4,10,4.456511497497559,22.47992706298828,26,"{""type"":""Point"",""coordinates"":[85.46416318046813,27.613811312332107]}"
1345,1,50,4.243783473968506,4.743382930755615,27,"{""type"":""Point"",""coordinates"":[85.43722647128214,27.67767444820813]}"
1372,2,40,4.195834636688232,13.871222496032717,28,"{""type"":""Point"",""coordinates"":[85.44384905321405,27.705752428664205]}"
1293,1,10,4.05521297454834,25.302696228027344,24,"{""type"":""Point"",""coordinates"":[85.16320001317648,27.829993576549235]}"
1824,4,10,4.850409507751465,18.12936782836914,22,"{""type"":""Point"",""coordinates"":[85.41853450728364,27.821096929047656]}"
1640,3,10,4.29292631149292,37.929874420166016,22,"{""type"":""Point"",""coordinates"":[85.27978730636855,27.82394552848901]}"
1771,4,10,3.968759536743164,35.92341232299805,26,"{""type"":""Point"",""coordinates"":[85.40086001298468,27.615118892277888]}"
1273,1,10,4.18858814239502,32.23783874511719,25,"{""type"":""Point"",""coordinates"":[85.54304394741222,27.73366768913031]}"
1368,2,40,3.246016025543213,11.659963607788086,26,"{""type"":""Point"",""coordinates"":[85.30523909357764,27.612921535565594]}"
1488,2,10,4.891516208648682,23.24204635620117,21,"{""type"":""Point"",""coordinates"":[85.47383466389508,27.829026873887244]}"
1323,1,50,4.29325008392334,2.094484806060791,20,"{""type"":""Point"",""coordinates"":[85.33332565875341,27.716886504458657]}"
1235,1,10,4.78480863571167,24.16350746154785,29,"{""type"":""Point"",""coordinates"":[85.15749686523138,27.797944014061716]}"
1556,3,30,4.29292631149292,28.652751922607425,26,"{""type"":""Point"",""coordinates"":[85.25123720314036,27.829937480889154]}"
1039,1,30,5.338897228240967,22.02937126159668,25,"{""type"":""Point"",""coordinates"":[85.19534647335526,27.725937208829766]}"
1572,3,10,4.618951320648193,21.53571891784668,23,"{""type"":""Point"",""coordinates"":[85.33739323959479,27.795082675836152]}"
949,1,10,3.731015205383301,22.19482040405273,29,"{""type"":""Point"",""coordinates"":[85.1835849618404,27.8587021036104]}"
958,1,10,4.045770645141602,23.24310111999512,26,"{""type"":""Point"",""coordinates"":[85.24915270488634,27.859532790749743]}"
970,1,60,5.165729999542236,8.969762802124023,26,"{""type"":""Point"",""coordinates"":[85.54301286502215,27.882869057389712]}"
1326,1,40,3.744175434112549,1.0469452142715454,27,"{""type"":""Point"",""coordinates"":[85.37751071707413,27.649404920087253]}"
1706,4,10,4.684384346008301,25.327587127685547,24,"{""type"":""Point"",""coordinates"":[85.40478853690264,27.76795169810135]}"
895,1,10,4.847248077392578,24.4527645111084,27,"{""type"":""Point"",""coordinates"":[85.11929525754039,27.73117142063818]}"
1413,2,10,4.532809257507324,44.19508361816406,24,"{""type"":""Point"",""coordinates"":[85.32205435316087,27.82652711901549]}"
1303,1,50,4.186050415039063,2.7960665225982666,24,"{""type"":""Point"",""coordinates"":[85.29372581177243,27.700577136176918]}"
1454,2,10,4.579485893249512,43.06513595581055,21,"{""type"":""Point"",""coordinates"":[85.15305992680234,27.694993685946372]}"
2416,4,10,4.61355447769165,17.313232421875,23,"{""type"":""Point"",""coordinates"":[85.36025134614206,27.81255197168501]}"
799,1,10,4.432165145874023,23.508359909057617,23,"{""type"":""Point"",""coordinates"":[85.31101916080839,27.867965330076508]}"
1120,1,10,4.61355447769165,14.40355396270752,25,"{""type"":""Point"",""coordinates"":[85.36386554528659,27.847643916092842]}"
1300,1,50,4.29325008392334,1.854334115982056,27,"{""type"":""Point"",""coordinates"":[85.30099533716665,27.709968688234824]}"
924,1,30,4.030216693878174,30.152074813842773,29,"{""type"":""Point"",""coordinates"":[85.28201960103624,27.883652407090064]}"
