elevation,geology,landuse,rainfall,slope,soil_clay,.geo
958,1,10,4.847248077392578,15.894177436828612,24,"{""type"":""Point"",""coordinates"":[85.13943852824612,27.7218315491835]}"
1144,1,10,4.49566125869751,33.523475646972656,25,"{""type"":""Point"",""coordinates"":[85.35481606576587,27.85369786722039]}"
1029,1,10,4.528158664703369,26.45838165283203,29,"{""type"":""Point"",""coordinates"":[85.14556043169613,27.78062392205952]}"
791,1,10,4.05521297454834,18.92174530029297,25,"{""type"":""Point"",""coordinates"":[85.1797932824417,27.846641193676824]}"
1356,2,10,4.49566125869751,20.99447250366211,28,"{""type"":""Point"",""coordinates"":[85.35590418408813,27.875070097916737]}"
1935,4,10,4.612148761749268,42.31965255737305,24,"{""type"":""Point"",""coordinates"":[85.35712217229386,27.794947454176175]}"
1799,4,50,4.736819744110107,20.511415481567383,26,"{""type"":""Point"",""coordinates"":[85.46304453090943,27.752768249521758]}"
562,1,50,3.583014726638794,2.798672676086426,32,"{""type"":""Point"",""coordinates"":[85.14138644602451,27.88133812268691]}"
1881,4,30,4.695466041564941,23.286693572998047,23,"{""type"":""Point"",""coordinates"":[85.47378687514302,27.869916992440697]}"
1412,2,30,5.165729999542236,24.25979804992676,23,"{""type"":""Point"",""coordinates"":[85.52020863872379,27.890273112299738]}"
1733,4,10,4.49566125869751,23.84308624267578,23,"{""type"":""Point"",""coordinates"":[85.38752788086617,27.899023811396223]}"
2266,4,10,4.695466041564941,25.94875144958496,20,"{""type"":""Point"",""coordinates"":[85.46491473002708,27.886176525706453]}"
907,1,10,3.731015205383301,27.971023559570312,31,"{""type"":""Point"",""coordinates"":[85.16685223657932,27.874168735591095]}"
1473,2,40,3.9062464237213135,5.301843643188477,28,"{""type"":""Point"",""coordinates"":[85.50328449669232,27.65360118081443]}"
1327,1,50,3.40421199798584,2.2895541191101074,26,"{""type"":""Point"",""coordinates"":[85.32424264420243,27.6749648057159]}"
1496,2,10,4.61355447769165,24.405834197998047,21,"{""type"":""Point"",""coordinates"":[85.35966582664834,27.838574368200558]}"
863,1,10,3.731015205383301,28.05893898010254,28,"{""type"":""Point"",""coordinates"":[85.19679426082911,27.864299421079487]}"
1315,1,50,3.40421199798584,2.9704086780548096,23,"{""type"":""Point"",""coordinates"":[85.31379731811361,27.682663639971683]}"
1312,1,50,4.186050415039063,1.047709822654724,25,"{""type"":""Point"",""coordinates"":[85.29012089481844,27.729220892680473]}"
1579,3,40,5.143680095672607,7.174308300018311,27,"{""type"":""Point"",""coordinates"":[85.15063014350768,27.62024697758864]}"
1723,4,30,5.143680095672607,31.289321899414062,25,"{""type"":""Point"",""coordinates"":[85.1647543187141,27.60972684926634]}"
945,1,40,3.731015205383301,15.656760215759276,28,"{""type"":""Point"",""coordinates"":[85.19030212403676,27.862013577780854]}"
1197,1,40,2.6722123622894287,27.13408851623535,27,"{""type"":""Point"",""coordinates"":[85.57124964658746,27.64699007743569]}"
1426,2,50,4.612148761749268,6.844728469848633,22,"{""type"":""Point"",""coordinates"":[85.37062886740165,27.772797980533465]}"
1391,2,50,4.456511497497559,9.731123924255373,25,"{""type"":""Point"",""coordinates"":[85.45936610543882,27.649721969795323]}"
1547,3,10,3.9062464237213135,36.24418640136719,26,"{""type"":""Point"",""coordinates"":[85.547005445945,27.657196748609582]}"
1914,4,10,4.736819744110107,14.52076816558838,28,"{""type"":""Point"",""coordinates"":[85.46883030907784,27.755139813192766]}"
1479,2,10,3.569990634918213,11.724870681762695,23,"{""type"":""Point"",""coordinates"":[85.54488874296598,27.61109611013114]}"
653,1,10,4.045770645141602,30.93120002746582,28,"{""type"":""Point"",""coordinates"":[85.24725319272059,27.89419307111272]}"
1338,1,50,3.75677752494812,11.66427230834961,26,"{""type"":""Point"",""coordinates"":[85.2783642579841,27.69595514426567]}"
1503,3,10,3.744175434112549,26.84722900390625,25,"{""type"":""Point"",""coordinates"":[85.39935781669973,27.629010783024828]}"
1097,1,10,3.501748561859131,24.744068145751957,25,"{""type"":""Point"",""coordinates"":[85.58836014285387,27.668530281142434]}"
1800,4,30,4.736819744110107,26.29745864868164,27,"{""type"":""Point"",""coordinates"":[85.49354382326288,27.785981083920486]}"
2087,4,10,4.736819744110107,22.93963050842285,21,"{""type"":""Point"",""coordinates"":[85.48442340914508,27.776628663852865]}"
1516,3,40,3.942606925964356,7.678954601287842,28,"{""type"":""Point"",""coordinates"":[85.27383736468556,27.607625505892305]}"
1787,4,10,5.165729999542236,33.612335205078125,20,"{""type"":""Point"",""coordinates"":[85.50802915990347,27.897530604759126]}"
1557,3,10,4.456511497497559,16.3253116607666,26,"{""type"":""Point"",""coordinates"":[85.49559600990445,27.609940366406725]}"
1457,2,10,4.123847007751465,24.249380111694336,25,"{""type"":""Point"",""coordinates"":[85.47800781579116,27.70325748510591]}"
1511,3,10,5.165729999542236,30.98516082763672,23,"{""type"":""Point"",""coordinates"":[85.52011514830102,27.89550309862418]}"
1756,4,10,4.61355447769165,22.35561752319336,22,"{""type"":""Point"",""coordinates"":[85.37651724336145,27.82757823733556]}"
1784,4,10,5.316385269165039,38.45119857788086,24,"{""type"":""Point"",""coordinates"":[85.5911419240272,27.898440696629276]}"
1746,4,30,4.456511497497559,18.56951332092285,26,"{""type"":""Point"",""coordinates"":[85.4539199368946,27.63683487041094]}"
1165,1,10,4.78480863571167,24.48943901062012,30,"{""type"":""Point"",""coordinates"":[85.17141930883504,27.752410660412885]}"
1754,4,10,3.744175434112549,19.16004943847656,26,"{""type"":""Point"",""coordinates"":[85.38625771906878,27.604894714022617]}"
1414,2,40,3.744175434112549,6.223684787750244,24,"{""type"":""Point"",""coordinates"":[85.38847308006869,27.629298147748322]}"
1366,2,30,3.9373834133148193,23.84270477294922,29,"{""type"":""Point"",""coordinates"":[85.10171118030313,27.8170878900253]}"
1645,3,10,5.316385269165039,22.708332061767575,26,"{""type"":""Point"",""coordinates"":[85.57988155650354,27.881241671057886]}"
760,1,30,4.612339019775391,29.91653823852539,24,"{""type"":""Point"",""coordinates"":[85.58497258946134,27.774762684127648]}"
1593,3,10,5.058280944824219,29.49663352966309,25,"{""type"":""Point"",""coordinates"":[85.53495302281765,27.832972592824305]}"
1304,1,10,4.05521297454834,37.69691848754883,25,"{""type"":""Point"",""coordinates"":[85.1570624866465,27.816644869485497]}"
1350,2,40,4.243783473968506,7.5194926261901855,27,"{""type"":""Point"",""coordinates"":[85.43089047850182,27.687196023487203]}"
1382,2,30,4.195834636688232,12.92887020111084,23,"{""type"":""Point"",""coordinates"":[85.44121969959109,27.721225736272046]}"
1348,1,50,4.280627250671387,3.8492467403411865,28,"{""type"":""Point"",""coordinates"":[85.37659114355924,27.710497570474743]}"
1395,2,10,5.165729999542236,41.14970397949219,23,"{""type"":""Point"",""coordinates"":[85.50131862548913,27.86141596026467]}"
1504,3,10,4.456511497497559,28.239953994750977,22,"{""type"":""Point"",""coordinates"":[85.47983323535202,27.649777216786354]}"
1337,1,30,4.850409507751465,18.504528045654297,25,"{""type"":""Point"",""coordinates"":[85.41069911919546,27.848805379613097]}"
1499,2,30,3.501748561859131,23.830835342407227,27,"{""type"":""Point"",""coordinates"":[85.57293385548178,27.682146860871914]}"
1841,4,10,4.576202392578125,21.432205200195312,27,"{""type"":""Point"",""coordinates"":[85.23493893501765,27.746374112175275]}"
2156,4,10,4.579485893249512,29.57279396057129,25,"{""type"":""Point"",""coordinates"":[85.18049912439974,27.68723135025071]}"
1320,1,40,4.243783473968506,5.302844047546387,27,"{""type"":""Point"",""coordinates"":[85.41886330307716,27.674892311286413]}"
1393,2,40,4.195834636688232,3.4792518615722656,26,"{""type"":""Point"",""coordinates"":[85.4377446338333,27.742734463612504]}"
2042,4,10,4.736819744110107,22.24800491333008,23,"{""type"":""Point"",""coordinates"":[85.47828429029568,27.77222370025032]}"
1106,1,40,4.66023588180542,5.076020240783691,29,"{""type"":""Point"",""coordinates"":[85.23800145635578,27.774343978311048]}"
1622,3,10,4.123847007751465,22.21487236022949,22,"{""type"":""Point"",""coordinates"":[85.49144964506895,27.71449542509368]}"
1000,1,40,5.338897228240967,8.848801612854004,28,"{""type"":""Point"",""coordinates"":[85.19141442253166,27.743347817311502]}"
1180,1,10,4.05521297454834,28.69460105895996,25,"{""type"":""Point"",""coordinates"":[85.18813130699387,27.83565832294475]}"
1495,2,10,3.744175434112549,27.388946533203125,28,"{""type"":""Point"",""coordinates"":[85.37027362396685,27.608743886284948]}"
1348,1,40,4.618951320648193,2.0954349040985107,27,"{""type"":""Point"",""coordinates"":[85.3276127727935,27.766404114584727]}"
2020,4,10,4.501944541931152,26.04598045349121,26,"{""type"":""Point"",""coordinates"":[85.28902720519507,27.799354082564495]}"
1609,3,10,3.942606925964356,14.458096504211426,24,"{""type"":""Point"",""coordinates"":[85.25963364936169,27.628712975714276]}"
1236,1,10,4.847248077392578,39.39987182617188,22,"{""type"":""Point"",""coordinates"":[85.1313351715993,27.713855774202177]}"
1604,3,10,4.18858814239502,31.140981674194336,25,"{""type"":""Point"",""coordinates"":[85.5329619219499,27.700449249227137]}"
1212,1,10,4.693136215209961,31.86161422729492,23,"{""type"":""Point"",""coordinates"":[85.41653212266672,27.854267819786152]}"
2091,4,10,4.699357032775879,36.9002799987793,26,"{""type"":""Point"",""coordinates"":[85.20041533937105,27.636874554991294]}"
2383,4,10,4.61355447769165,17.966449737548828,20,"{""type"":""Point"",""coordinates"":[85.39099048080915,27.825155189796085]}"
1332,1,50,4.195834636688232,2.970541000366211,28,"{""type"":""Point"",""coordinates"":[85.41317858202336,27.721873803409085]}"
2034,4,10,4.684384346008301,22.633575439453125,22,"{""type"":""Point"",""coordinates"":[85.41079424037379,27.783502960544407]}"
1359,2,40,4.123847007751465,8.542468070983887,28,"{""type"":""Point"",""coordinates"":[85.4622802825919,27.701804727678308]}"
1437,2,10,4.243783473968506,16.905900955200195,26,"{""type"":""Point"",""coordinates"":[85.42103284734063,27.65054532545283]}"
1090,1,10,4.588297367095947,25.41291236877441,23,"{""type"":""Point"",""coordinates"":[85.55886820860418,27.733307329453847]}"
2049,4,10,4.796142101287842,49.32686614990234,28,"{""type"":""Point"",""coordinates"":[85.11298435517304,27.69542001253951]}"
2066,4,10,4.684384346008301,17.209686279296875,23,"{""type"":""Point"",""coordinates"":[85.40710520091265,27.783017478532166]}"
1938,4,10,4.736819744110107,13.839720726013184,24,"{""type"":""Point"",""coordinates"":[85.45424412176358,27.79256762195721]}"
1323,1,50,4.243783473968506,0.0,26,"{""type"":""Point"",""coordinates"":[85.4274374925448,27.675303261910837]}"
1603,3,10,5.316385269165039,23.95113182067871,23,"{""type"":""Point"",""coordinates"":[85.58418056284742,27.88705768004471]}"
1087,1,10,3.9373834133148193,21.89124870300293,25,"{""type"":""Point"",""coordinates"":[85.14019655199871,27.843806757222687]}"
1717,4,10,4.501944541931152,24.04241943359375,25,"{""type"":""Point"",""coordinates"":[85.282153936153,27.790197357595243]}"
1528,3,10,4.123847007751465,25.300037384033203,24,"{""type"":""Point"",""coordinates"":[85.48643397042596,27.705684077793926]}"
1346,1,40,3.246016025543213,0.0,30,"{""type"":""Point"",""coordinates"":[85.34649894031668,27.641853717867136]}"
1897,4,10,5.143680095672607,22.04229736328125,27,"{""type"":""Point"",""coordinates"":[85.19392930115202,27.62755179510917]}"
2061,4,10,4.891516208648682,19.360599517822266,21,"{""type"":""Point"",""coordinates"":[85.45586398906615,27.802599481709773]}"
2132,4,10,4.1896796226501465,46.36225891113281,23,"{""type"":""Point"",""coordinates"":[85.23104472500403,27.655985401039437]}"
1051,1,10,4.49566125869751,26.051513671875,22,"{""type"":""Point"",""coordinates"":[85.38164067636316,27.863508549894593]}"
802,1,10,4.432165145874023,11.883977890014648,26,"{""type"":""Point"",""coordinates"":[85.34832895342586,27.860164671283602]}"
1555,3,50,4.456511497497559,16.038286209106445,26,"{""type"":""Point"",""coordinates"":[85.48416531988192,27.64373379302072]}"
1121,1,10,4.49566125869751,20.695402145385746,26,"{""type"":""Point"",""coordinates"":[85.37693056608173,27.856125443175262]}"
1824,4,10,4.695466041564941,49.506229400634766,23,"{""type"":""Point"",""coordinates"":[85.4854128889955,27.895350016709273]}"
1467,2,30,4.123847007751465,31.415327072143555,26,"{""type"":""Point"",""coordinates"":[85.47784786317308,27.705875324672835]}"
1241,1,10,4.71803617477417,19.965709686279297,23,"{""type"":""Point"",""coordinates"":[85.55203264525409,27.83525072021943]}"
846,1,10,4.05521297454834,38.14527893066406,26,"{""type"":""Point"",""coordinates"":[85.18196067062163,27.844741375409022]}"
1450,2,10,4.501944541931152,19.697704315185547,27,"{""type"":""Point"",""coordinates"":[85.26142658213374,27.797721197558136]}"
1137,1,40,4.246232509613037,29.040546417236328,25,"{""type"":""Point"",""coordinates"":[85.20709951579084,27.844655876880154]}"
1498,2,30,4.1896796226501465,25.181154251098636,24,"{""type"":""Point"",""coordinates"":[85.22940360692344,27.680697078710054]}"
2118,4,10,4.61355447769165,26.73369598388672,22,"{""type"":""Point"",""coordinates"":[85.3874490154988,27.828008917486848]}"
1862,4,10,4.684384346008301,19.35684967041016,24,"{""type"":""Point"",""coordinates"":[85.43814972862391,27.770016565876748]}"
1989,4,10,4.684384346008301,20.04464530944824,22,"{""type"":""Point"",""coordinates"":[85.43017442632429,27.790571334321818]}"
1921,4,10,5.058280944824219,18.811647415161133,25,"{""type"":""Point"",""coordinates"":[85.52127296390047,27.837838542499554]}"
1693,4,40,3.9062464237213135,21.48896789550781,26,"{""type"":""Point"",""coordinates"":[85.52784110608535,27.665627450647744]}"
1319,1,50,4.243783473968506,5.90860652923584,25,"{""type"":""Point"",""coordinates"":[85.43119837315191,27.669644947385123]}"
1685,4,10,4.124363422393799,26.53193473815918,26,"{""type"":""Point"",""coordinates"":[85.49416135718359,27.653353455766695]}"
1743,4,10,4.695466041564941,40.05765914916992,24,"{""type"":""Point"",""coordinates"":[85.47261325032903,27.86137748958504]}"
1501,3,10,4.501944541931152,17.503921508789062,25,"{""type"":""Point"",""coordinates"":[85.271679657582,27.772398660829722]}"
1490,2,50,3.569990634918213,5.907235145568848,25,"{""type"":""Point"",""coordinates"":[85.5210888448439,27.6367802819949]}"
1380,2,40,4.243783473968506,2.1293282508850098,27,"{""type"":""Point"",""coordinates"":[85.42392169840363,27.695277333045848]}"
1578,3,10,4.618951320648193,27.23426628112793,22,"{""type"":""Point"",""coordinates"":[85.33578708323202,27.79828637936662]}"
1306,1,50,4.29325008392334,3.139693021774292,24,"{""type"":""Point"",""coordinates"":[85.33717769821345,27.70702042369157]}"
1171,1,10,4.71803617477417,28.65955352783203,23,"{""type"":""Point"",""coordinates"":[85.59545323540816,27.841582401048125]}"
1410,2,40,5.058280944824219,20.55322265625,22,"{""type"":""Point"",""coordinates"":[85.550009186582,27.831239915135107]}"
1767,4,10,4.05521297454834,27.733034133911133,30,"{""type"":""Point"",""coordinates"":[85.19544425973483,27.8058140078823]}"
1352,2,30,4.280627250671387,12.666573524475098,27,"{""type"":""Point"",""coordinates"":[85.39208033528283,27.719727226701764]}"
580,1,40,4.045770645141602,1.854334115982056,29,"{""type"":""Point"",""coordinates"":[85.23858767744387,27.88886801714386]}"
1260,1,30,4.847248077392578,25.901641845703125,24,"{""type"":""Point"",""coordinates"":[85.1461389771489,27.708162778280677]}"
2250,4,40,5.004334926605225,12.621543884277344,24,"{""type"":""Point"",""coordinates"":[85.10326276181344,27.606173551241653]}"
1581,3,10,4.18858814239502,14.283961296081545,23,"{""type"":""Point"",""coordinates"":[85.50239415220942,27.720275081965106]}"
1502,3,40,4.576202392578125,9.127896308898926,26,"{""type"":""Point"",""coordinates"":[85.23136878876441,27.709930351650375]}"
980,1,10,4.29292631149292,16.344337463378906,23,"{""type"":""Point"",""coordinates"":[85.28597904848718,27.849419317033938]}"
1333,1,10,5.165729999542236,12.904264450073242,23,"{""type"":""Point"",""coordinates"":[85.54998449228235,27.883480674476967]}"
1201,1,10,3.9373834133148193,31.01820945739746,25,"{""type"":""Point"",""coordinates"":[85.10989890463958,27.837905963992156]}"
1518,3,10,4.576202392578125,22.998897552490234,26,"{""type"":""Point"",""coordinates"":[85.21434788898026,27.709294218363823]}"
1924,4,10,4.246232509613037,23.632474899291992,25,"{""type"":""Point"",""coordinates"":[85.23456979846759,27.805408437111467]}"
1542,3,30,4.123847007751465,30.748863220214844,25,"{""type"":""Point"",""coordinates"":[85.48124831437515,27.707423461736354]}"
1800,4,10,4.532809257507324,35.121665954589844,22,"{""type"":""Point"",""coordinates"":[85.32565735304007,27.81767875904369]}"
1353,2,30,4.612148761749268,4.851548194885254,25,"{""type"":""Point"",""coordinates"":[85.39274975173944,27.757585630555507]}"
1358,2,50,3.246016025543213,0.0,26,"{""type"":""Point"",""coordinates"":[85.34720861266496,27.63081566732146]}"
1549,3,10,4.123847007751465,12.884926795959473,23,"{""type"":""Point"",""coordinates"":[85.48078156784578,27.700179061329635]}"
921,1,10,4.847248077392578,23.596275329589844,25,"{""type"":""Point"",""coordinates"":[85.14119642266279,27.723232263572307]}"
1942,4,10,4.1896796226501465,42.55921173095703,24,"{""type"":""Point"",""coordinates"":[85.20779061408102,27.676183653718557]}"
1035,1,30,4.532809257507324,22.739606857299805,22,"{""type"":""Point"",""coordinates"":[85.3327929177959,27.838114380632245]}"
2052,4,10,3.9373834133148193,13.383016586303713,27,"{""type"":""Point"",""coordinates"":[85.13793017309828,27.809802639187158]}"
1363,2,40,4.124363422393799,2.2895736694335938,26,"{""type"":""Point"",""coordinates"":[85.47114948997476,27.675956855006266]}"
877,1,30,4.49566125869751,10.375925064086914,24,"{""type"":""Point"",""coordinates"":[85.37223994078933,27.859882474800482]}"
1363,2,30,4.243783473968506,9.127330780029297,29,"{""type"":""Point"",""coordinates"":[85.41167212882367,27.699111458851657]}"
1190,1,10,2.6722123622894287,22.214509963989254,23,"{""type"":""Point"",""coordinates"":[85.59207253235842,27.604500720899082]}"
1405,2,10,3.246016025543213,15.567559242248535,26,"{""type"":""Point"",""coordinates"":[85.31805530544199,27.6004920722535]}"
1437,2,10,5.165729999542236,28.87566947937012,24,"{""type"":""Point"",""coordinates"":[85.5133976544969,27.857787032204214]}"
1659,4,10,4.693136215209961,33.80291748046875,27,"{""type"":""Point"",""coordinates"":[85.42515331984194,27.869330806954757]}"
1240,1,10,4.847248077392578,21.16132354736328,26,"{""type"":""Point"",""coordinates"":[85.10095950461698,27.72673071757535]}"
1480,2,10,4.195834636688232,19.979427337646484,29,"{""type"":""Point"",""coordinates"":[85.44416958539885,27.709152377348303]}"
765,1,10,4.432165145874023,20.93446350097656,25,"{""type"":""Point"",""coordinates"":[85.3025424704338,27.85414323601031]}"
1147,1,10,4.18858814239502,19.70975875854492,22,"{""type"":""Point"",""coordinates"":[85.54756147476002,27.71509615161776]}"
1734,4,10,4.186050415039063,29.4775447845459,25,"{""type"":""Point"",""coordinates"":[85.25229095951589,27.740406873998356]}"
1883,4,30,3.968759536743164,7.789128303527832,28,"{""type"":""Point"",""coordinates"":[85.4421859140711,27.611872687642023]}"
1340,1,40,4.186050415039063,12.056885719299316,27,"{""type"":""Point"",""coordinates"":[85.26362937884794,27.70359796316526]}"
1372,2,40,4.124363422393799,8.961129188537598,25,"{""type"":""Point"",""coordinates"":[85.47337595964022,27.66317142866208]}"
905,1,10,4.612339019775391,30.150897979736328,25,"{""type"":""Point"",""coordinates"":[85.55620724249798,27.77806286804803]}"
1365,2,40,4.243783473968506,6.790081024169922,29,"{""type"":""Point"",""coordinates"":[85.42993159382493,27.68994221849744]}"
2064,4,10,4.29292631149292,19.80941390991211,23,"{""type"":""Point"",""coordinates"":[85.28015978005946,27.810212069804628]}"
936,1,10,4.71803617477417,16.1726016998291,23,"{""type"":""Point"",""coordinates"":[85.58282583359203,27.81254581878794]}"
1318,1,50,4.280627250671387,2.970531463623047,26,"{""type"":""Point"",""coordinates"":[85.38591063574245,27.71923443957046]}"
1182,1,10,3.731015205383301,27.246091842651367,25,"{""type"":""Point"",""coordinates"":[85.18888928893163,27.853867566944754]}"
1473,2,10,4.576202392578125,26.855810165405277,27,"{""type"":""Point"",""coordinates"":[85.24211148032282,27.704733067853503]}"
1979,4,10,3.968759536743164,22.604660034179688,28,"{""type"":""Point"",""coordinates"":[85.41635376480646,27.600892136116816]}"
1778,4,10,4.695466041564941,47.52428436279297,24,"{""type"":""Point"",""coordinates"":[85.45083840760707,27.858381908361835]}"
1365,2,40,4.124363422393799,1.3985393047332764,26,"{""type"":""Point"",""coordinates"":[85.47304531292583,27.65487995638463]}"
2238,4,10,4.699357032775879,22.98707389831543,25,"{""type"":""Point"",""coordinates"":[85.24933576253164,27.644825260064543]}"
1452,2,30,3.246016025543213,4.280271530151367,29,"{""type"":""Point"",""coordinates"":[85.32465785133964,27.610127103620794]}"
1689,4,10,3.569990634918213,17.253070831298828,23,"{""type"":""Point"",""coordinates"":[85.50149446392018,27.613319594842615]}"
1481,2,40,3.569990634918213,15.300127983093262,25,"{""type"":""Point"",""coordinates"":[85.52892625775118,27.608474198241318]}"
1331,1,40,3.246016025543213,12.226089477539062,27,"{""type"":""Point"",""coordinates"":[85.33378492483786,27.637687416342473]}"
1756,4,10,4.29292631149292,23.000782012939453,24,"{""type"":""Point"",""coordinates"":[85.27971419608852,27.818508928387708]}"
1695,4,30,5.165729999542236,47.80749130249024,22,"{""type"":""Point"",""coordinates"":[85.5143762155987,27.897456849470416]}"
2143,4,10,4.61355447769165,33.102882385253906,24,"{""type"":""Point"",""coordinates"":[85.36373722373926,27.826877794441657]}"
916,1,10,4.588297367095947,9.759374618530272,24,"{""type"":""Point"",""coordinates"":[85.59897801723233,27.710117671218107]}"
1699,4,10,4.246232509613037,25.331562042236328,25,"{""type"":""Point"",""coordinates"":[85.24286194065579,27.808008935459284]}"
1307,1,50,4.29325008392334,2.796329498291016,20,"{""type"":""Point"",""coordinates"":[85.33948340455329,27.718931616805737]}"
1435,2,10,3.501748561859131,27.517133712768555,25,"{""type"":""Point"",""coordinates"":[85.56008451074464,27.687044538874133]}"
1372,2,50,3.75677752494812,7.680562973022461,25,"{""type"":""Point"",""coordinates"":[85.26683021883684,27.68626152523652]}"
1010,1,10,3.9373834133148193,31.686843872070312,27,"{""type"":""Point"",""coordinates"":[85.13405991883442,27.844946969930007]}"
1329,1,50,3.40421199798584,3.8491477966308594,25,"{""type"":""Point"",""coordinates"":[85.31922345371771,27.672623416972048]}"
1746,4,60,5.316385269165039,18.50869369506836,23,"{""type"":""Point"",""coordinates"":[85.5635041119824,27.88300616575075]}"
1782,4,40,4.736819744110107,14.391924858093262,26,"{""type"":""Point"",""coordinates"":[85.49346713141482,27.75588305979061]}"
1376,2,30,4.195834636688232,17.939640045166016,27,"{""type"":""Point"",""coordinates"":[85.43783517487,27.730823424439603]}"
1260,1,50,4.78480863571167,21.530784606933597,30,"{""type"":""Point"",""coordinates"":[85.17950690944112,27.750895511533308]}"
1273,1,40,3.75677752494812,6.324916839599609,27,"{""type"":""Point"",""coordinates"":[85.28837270482391,27.654197210611876]}"
1940,4,10,4.501944541931152,24.08504676818848,27,"{""type"":""Point"",""coordinates"":[85.28484534138013,27.798896669643888]}"
1331,1,50,4.29325008392334,1.3990896940231323,21,"{""type"":""Point"",""coordinates"":[85.3380684858175,27.731639086000463]}"
1414,2,40,3.942606925964356,19.960811614990234,30,"{""type"":""Point"",""coordinates"":[85.27996938483939,27.60133997265038]}"
1324,1,40,3.977576494216919,2.79534649848938,32,"{""type"":""Point"",""coordinates"":[85.35510625333073,27.650193076692666]}"
1537,3,30,4.612148761749268,23.453767776489254,22,"{""type"":""Point"",""coordinates"":[85.37247960522318,27.779496620674376]}"
1358,2,50,4.1896796226501465,4.252782821655273,27,"{""type"":""Point"",""coordinates"":[85.24409947677621,27.694210230102637]}"
1362,2,50,4.618951320648193,5.913564682006836,24,"{""type"":""Point"",""coordinates"":[85.32478936442767,27.787557139525923]}"
1868,4,10,4.684384346008301,20.18148231506348,23,"{""type"":""Point"",""coordinates"":[85.4149134543232,27.775880129003248]}"
1778,4,10,4.123847007751465,22.063745498657227,25,"{""type"":""Point"",""coordinates"":[85.49250659593426,27.746667160598193]}"
1470,2,30,4.576202392578125,28.91936492919922,24,"{""type"":""Point"",""coordinates"":[85.23071524766097,27.733694652302514]}"
1145,1,30,4.030216693878174,22.844736099243164,25,"{""type"":""Point"",""coordinates"":[85.28205794080056,27.888741648587942]}"
1353,2,40,3.744175434112549,2.288859605789185,27,"{""type"":""Point"",""coordinates"":[85.3653579547351,27.635299765225877]}"
1554,3,10,5.143680095672607,16.665359497070312,25,"{""type"":""Point"",""coordinates"":[85.15579279289645,27.602112121544906]}"
918,1,40,4.78480863571167,3.6461784839630127,29,"{""type"":""Point"",""coordinates"":[85.17638281696674,27.77405485807289]}"
1549,3,10,4.18858814239502,18.87294006347656,25,"{""type"":""Point"",""coordinates"":[85.5378199240912,27.74235793287643]}"
1668,4,10,4.186050415039063,18.80855369567871,24,"{""type"":""Point"",""coordinates"":[85.2725727375366,27.73370846866449]}"
1302,1,50,3.977576494216919,5.9248223304748535,30,"{""type"":""Point"",""coordinates"":[85.35731892951678,27.665772564242005]}"
1351,2,10,4.547289371490479,18.04645729064941,25,"{""type"":""Point"",""coordinates"":[85.53897722059324,27.767335609680536]}"
703,1,30,4.432165145874023,6.966884613037109,23,"{""type"":""Point"",""coordinates"":[85.31708231872767,27.85876523440148]}"
1601,3,10,4.61355447769165,27.863548278808597,25,"{""type"":""Point"",""coordinates"":[85.38044656074055,27.832661448897106]}"
2056,4,10,4.699357032775879,33.807010650634766,26,"{""type"":""Point"",""coordinates"":[85.2323595353207,27.619362309245588]}"
1896,4,10,4.796142101287842,18.535839080810547,25,"{""type"":""Point"",""coordinates"":[85.13834063928367,27.661326063386777]}"
1271,1,40,4.528158664703369,9.70326042175293,29,"{""type"":""Point"",""coordinates"":[85.1009426633009,27.7620743773402]}"
1346,1,50,4.280627250671387,2.970541000366211,22,"{""type"":""Point"",""coordinates"":[85.35575282784352,27.72183148263498]}"
1436,2,40,4.576202392578125,2.970478057861328,23,"{""type"":""Point"",""coordinates"":[85.20852905852075,27.703198680194767]}"
955,1,40,5.338897228240967,14.319424629211426,25,"{""type"":""Point"",""coordinates"":[85.1845467976734,27.735894656763854]}"
939,1,40,3.9373834133148193,26.46451568603516,25,"{""type"":""Point"",""coordinates"":[85.14848328640845,27.84030129413287]}"
1533,3,30,3.9373834133148193,13.39619255065918,27,"{""type"":""Point"",""coordinates"":[85.11764560915337,27.830115211632663]}"
1344,1,50,3.977576494216919,4.189637660980225,26,"{""type"":""Point"",""coordinates"":[85.37398905276767,27.685927018249913]}"
2380,4,10,4.695466041564941,27.559589385986328,22,"{""type"":""Point"",""coordinates"":[85.46516889465246,27.879345212510938]}"
989,1,10,4.045770645141602,20.13032531738281,22,"{""type"":""Point"",""coordinates"":[85.21822691735294,27.85676284902634]}"
1598,3,10,3.744175434112549,22.536584854125977,24,"{""type"":""Point"",""coordinates"":[85.39803318535458,27.619528934513795]}"
2141,4,40,4.699357032775879,8.45785903930664,25,"{""type"":""Point"",""coordinates"":[85.23330204792138,27.620833220997003]}"
1977,4,10,4.684384346008301,16.234663009643555,26,"{""type"":""Point"",""coordinates"":[85.4078733528758,27.774141685169543]}"
1904,4,10,4.49566125869751,27.515663146972656,25,"{""type"":""Point"",""coordinates"":[85.37435513138475,27.889860395254278]}"
1271,1,10,2.6722123622894287,25.51876640319824,25,"{""type"":""Point"",""coordinates"":[85.5827016900875,27.60678599965702]}"
1410,2,10,4.576202392578125,11.411927223205566,24,"{""type"":""Point"",""coordinates"":[85.22644129477099,27.726502654718818]}"
